0000076a-fc39-4208-ace8-6c2cb367904f,/Users/matt/iodine/openfda-data/spl/extracted/otc/20120308_0000076a-fc39-4208-ace8-6c2cb367904f/CHANTECAILLE PROTECTIONNATURELLESPF46.jpg,20120308,,,,0
0001eaa9-e890-4e94-9d44-47a0f3086a02,/Users/matt/iodine/openfda-data/spl/extracted/otc/20130320_0001eaa9-e890-4e94-9d44-47a0f3086a02/Acne Kit.jpg,20130320,,,,0
00023ca2-4433-4f88-8252-bc8c1d7ea2e0,/Users/matt/iodine/openfda-data/spl/extracted/otc/20111019_00023ca2-4433-4f88-8252-bc8c1d7ea2e0/Ephed 60 Front.jpg,20111019,EAN-13,187,0098443601700,1
000506eb-0340-4d15-9dd1-71f10c83a3b9,/Users/matt/iodine/openfda-data/spl/extracted/otc/20131115_000506eb-0340-4d15-9dd1-71f10c83a3b9/e28feeb2-9a64-4d80-8579-2d6bea34771e-01.jpg,20131115,,,,0
00051a01-1c2e-4abb-b04c-548401f822c6,/Users/matt/iodine/openfda-data/spl/extracted/otc/20130302_00051a01-1c2e-4abb-b04c-548401f822c6/58657580-fafd-4ae0-87af-82fc7d060fb6-01.jpg,20130302,,,,1
0005aafa-08f8-4990-a54d-cc097195708f,/Users/matt/iodine/openfda-data/spl/extracted/otc/20140317_0005aafa-08f8-4990-a54d-cc097195708f/best-choice-44-519-1.jpg,20140317,EAN-13,123,0070038610953,1
0005c982-7906-418a-979b-83da67566e96,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100301_0005c982-7906-418a-979b-83da67566e96/etui_bouclier_lumiere30ml.jpg,20100301,,,,1
0005e125-fbf2-4f90-8960-99e00250fc20,/Users/matt/iodine/openfda-data/spl/extracted/otc/20111121_0005e125-fbf2-4f90-8960-99e00250fc20/0005e125-fbf2-4f90-8960-99e00250fc20-01.jpg,20111121,,,,0
0005e125-fbf2-4f90-8960-99e00250fc20,/Users/matt/iodine/openfda-data/spl/extracted/otc/20111121_0005e125-fbf2-4f90-8960-99e00250fc20/0005e125-fbf2-4f90-8960-99e00250fc20-02.jpg,20111121,,,,1
00071697-4ac6-4962-8eee-388b8b52bd40,/Users/matt/iodine/openfda-data/spl/extracted/otc/20101123_00071697-4ac6-4962-8eee-388b8b52bd40/oasis-tears-01.jpg,20101123,,,,1
000900d4-b851-4ac4-80bb-406ff25e5590,/Users/matt/iodine/openfda-data/spl/extracted/otc/20130228_000900d4-b851-4ac4-80bb-406ff25e5590/Original2Pack.jpg,20130228,,,,1
000900d4-b851-4ac4-80bb-406ff25e5590,/Users/matt/iodine/openfda-data/spl/extracted/otc/20130228_000900d4-b851-4ac4-80bb-406ff25e5590/Original53ml.jpg,20130228,,,,0
000e75d2-909f-48e4-a491-beefdd60594d,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100128_000e75d2-909f-48e4-a491-beefdd60594d/000e75d2-909f-48e4-a491-beefdd60594d-01.jpg,20100128,I2/5,20,205001,1
000ec13b-9c26-45b8-84f1-144cac3f58f2,/Users/matt/iodine/openfda-data/spl/extracted/otc/20101223_000ec13b-9c26-45b8-84f1-144cac3f58f2/old-spice-01.jpg,20101223,,,,0
001777fb-196c-499a-94c8-6cdcef0958e9,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100812_001777fb-196c-499a-94c8-6cdcef0958e9/mm1.jpg,20100812,,,,1
001c9dc0-81cb-454a-a676-a5242e71d386,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100612_001c9dc0-81cb-454a-a676-a5242e71d386/label.jpg,20100612,EAN-13,85,0840986023781,1
001f1a44-efb3-4ac3-9389-0809fb901194,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100710_001f1a44-efb3-4ac3-9389-0809fb901194/drugpanel1.jpg,20100710,,,,0
001f1a44-efb3-4ac3-9389-0809fb901194,/Users/matt/iodine/openfda-data/spl/extracted/otc/20100710_001f1a44-efb3-4ac3-9389-0809fb901194/peppermintswirl.jpg,20100710,,,,0
002453e8-0d4b-4e81-ba0e-046447ac2ba8,/Users/matt/iodine/openfda-data/spl/extracted/otc/20091205_002453e8-0d4b-4e81-ba0e-046447ac2ba8/10-8628L_B1109.jpg,20091205,,,,0
0025eb89-590c-4451-8a06-b129686cf75a,/Users/matt/iodine/openfda-data/spl/extracted/otc/20121129_0025eb89-590c-4451-8a06-b129686cf75a/aspirin-81-mg-enteric-coated-1.jpg,20121129,I2/5,19,02339244,0
